t(s)	ut(s)	V(V)	uV(V)
0.0	0.04865073987839588	-0.018451542294890013	0.03903266121594819
0.20408163265306123	0.04168705634157795	-0.02613947983292414	0.03819148339948568
0.40816326530612246	0.05437977590491229	-0.07490419193566579	0.06171077782342916
0.6122448979591837	0.04909332851403905	0.012049226892936332	0.07781014858420843
0.8163265306122449	0.06194358699181879	0.028948633377392164	0.037150264169568514
1.0204081632653061	0.028948107980907987	-0.044179947729531585	0.06570591069876094
1.2244897959183674	0.027482131966993235	0.0625486642233267	0.06585145826522204
1.4285714285714286	0.06836687999335761	-0.03345202231410483	0.05600493973239598
1.6326530612244898	0.050000811741768944	0.019509012535979035	0.030484689329936324
1.836734693877551	0.0441079839554987	-0.03719836267107299	0.031982476763405036
2.0408163265306123	0.07060456183042263	-0.023795325970278718	0.07923431812246243
2.2448979591836737	0.07201982289186278	-0.014371712934971546	0.030730916201874015
2.4489795918367347	0.06301007462605239	0.030716842719078624	0.032443655588423194
2.6530612244897958	0.039524089995612216	0.025591819356262792	0.0675814728255024
2.857142857142857	0.05065748804652512	0.01569335019926704	0.07758359490482741
3.0612244897959187	0.05236811978420856	0.009982903713432247	0.07642315036411515
3.2653061224489797	0.05702308435358255	0.0940521264827886	0.04231395699049177
3.4693877551020407	0.051454799442008925	0.047322015721713726	0.08325222110374016
3.673469387755102	0.07094014665925391	-0.05869118963435628	0.03019571098899922
3.8775510204081636	0.05393143345433116	-0.07552415796902828	0.0809707223596509
4.081632653061225	0.03236505262285161	1.9438512588139383	0.0347644910059927
4.285714285714286	0.031650920798371285	1.985146412462507	0.038706802678634994
4.4897959183673475	0.03884026015934923	2.0515027841945495	0.05200678009588436
4.6938775510204085	0.0747968764724646	2.0140652558603898	0.06430934032592728
4.8979591836734695	0.05603473602823117	2.026557940206058	0.07488249309585449
5.1020408163265305	0.07045279337474378	1.9685856449566619	0.03782501223442285
5.3061224489795915	0.03970928910279964	1.9941525080350266	0.07652618890140067
5.510204081632653	0.031133225264728684	2.0063119039444905	0.08097302763960035
5.714285714285714	0.04054203208060132	2.067983899928993	0.0656180160861127
5.918367346938775	0.07491667776274878	1.9280415380793392	0.07250751318824179
6.122448979591837	0.033534660732124896	0.027366243524941034	0.06940509150235477
6.326530612244898	0.04263524356255778	-0.022431660598628347	0.040359451358512904
6.530612244897959	0.05000328943804691	0.07287920131345155	0.08512730873524584
6.73469387755102	0.06970323682710929	-0.005595407068897577	0.04302424940111967
6.938775510204081	0.03735711130324752	0.023097367602195114	0.0400753334019747
7.142857142857143	0.03719134529755211	-0.05447699484568541	0.08095057758849067
7.346938775510204	0.04774404182652475	-0.12222643472528667	0.04157076219439417
7.551020408163265	0.05961047279945897	0.05520069404726489	0.05605907959412731
7.755102040816327	0.07477259000297468	0.017916874974851834	0.06572298742767721
7.959183673469388	0.05304444406748727	0.010296367540380859	0.030695299869523695
8.16326530612245	0.06354248483578287	0.04631611125944495	0.07772735904083253
8.36734693877551	0.03935650435920754	-0.007959539692084848	0.08463593876431352
8.571428571428571	0.0687530592565223	0.004326423048739009	0.08252901257028666
8.775510204081632	0.061652921620919704	-0.10066568490238714	0.0533714767867508
8.979591836734695	0.03012502622368992	0.13289707827995254	0.03210369335316049
9.183673469387756	0.03404345698087091	-0.01678385361758682	0.043888695929502196
9.387755102040817	0.043450757539401	-0.06573503888880528	0.07946094099854524
9.591836734693878	0.07095114694885404	0.0424959204505802	0.08315875622607591
9.795918367346939	0.03656486657222632	0.030194465833325763	0.08405307089732997
10.0	0.06310923213891154	0.01766257610853273	0.08454186287901766
