x(m)	ux(m)	y(m)	uy(m)	z(m)	uz(m)
0.0	0.174591510220848	0.0	0.1258683508400295	1.1552564592932417	0.18228417481262432
0.5263157894736842	0.29545167439068976	0.2631578947368421	0.1361460328409026	2.949074107730708	0.29878681355207
1.0526315789473684	0.2855239290104701	0.5263157894736842	0.17365330166834392	3.666211514761394	0.2230009963955268
1.5789473684210527	0.12436481657918516	0.7894736842105263	0.11440857347412803	6.42049203935059	0.1749400651923788
2.1052631578947367	0.25552342934678896	1.0526315789473684	0.15013140745960354	8.770462758967463	0.37705815591295616
2.631578947368421	0.2540495197352055	1.3157894736842104	0.09049827347454925	9.727841100460605	0.1928717669813325
3.1578947368421053	0.1494001570811972	1.5789473684210527	0.13346539848245148	12.460715831398593	0.31217573562951273
3.6842105263157894	0.2703745199553737	1.8421052631578947	0.13920954128081856	14.69817297899096	0.2863203349234984
4.2105263157894735	0.1593764287736224	2.1052631578947367	0.09586511171837554	15.28109735322164	0.36584041886371843
4.7368421052631575	0.2835086356192502	2.3684210526315788	0.09788018914535139	17.541541826393658	0.30521476770442857
5.263157894736842	0.1262559437430216	2.631578947368421	0.1864472475251674	19.37303394764616	0.3943487833754562
5.789473684210526	0.11071209429248992	2.894736842105263	0.0960975017415991	20.73823033391738	0.17517700028592836
6.315789473684211	0.2814512366711349	3.1578947368421053	0.13526778963554018	21.691963495526235	0.3385760466189176
6.842105263157895	0.24306670632293892	3.4210526315789473	0.14803169647323083	25.697221075905013	0.4142887397523345
7.368421052631579	0.23266554138946816	3.6842105263157894	0.12053923737513272	27.0195648418906	0.2819937502787892
7.894736842105263	0.1901363180535316	3.9473684210526314	0.09588772143902059	29.585569608581537	0.18341091078548913
8.421052631578947	0.1435525429874498	4.2105263157894735	0.13729846247972846	30.199631246940314	0.26130032291749283
8.947368421052632	0.17086948715365446	4.473684210526316	0.14969438400116444	32.85293938245817	0.3886537178955867
9.473684210526315	0.2604398570439498	4.7368421052631575	0.2025188775800254	35.18952747146144	0.4313863417107523
10.0	0.10304337090334761	5.0	0.16740029934427825	35.62434345300911	0.4426611090471849
