x(),ux(),y(),uy()
-2.0,0.06621751416261819,-3.6123693907088845,0.058981357050915506
-1.8974358974358974,0.05966401048391551,-3.745504956505308,0.041339003156144846
-1.794871794871795,0.05356411319765356,-3.85665189896647,0.044881762424616015
-1.6923076923076923,0.05008131078296531,-3.799810163289804,0.06333308063507967
-1.5897435897435899,0.02626181608083039,-3.47579360629922,0.06846516159450983
-1.4871794871794872,0.04265862321769805,-3.2357110920605954,0.04380571376755468
-1.3846153846153846,0.05280614961527459,-2.7848843319525702,0.045599298638115716
-1.282051282051282,0.07258964603901417,-2.2348390535912177,0.04113352213348029
-1.1794871794871795,0.04248602059732147,-1.7637368317072186,0.03736679850385011
-1.076923076923077,0.0711219994177108,-1.18102985260852,0.030470000912089713
-0.9743589743589745,0.05136010313719408,-0.5595944987235826,0.04233345862812188
-0.8717948717948718,0.04400232937140899,-0.2039265393935491,0.026712272573302772
-0.7692307692307692,0.03913167504199766,0.3715355387930116,0.06053849153780841
-0.6666666666666667,0.034026646150641604,0.6685554957457471,0.06580452379935128
-0.5641025641025641,0.035821148341185126,1.2314807448490674,0.030154755431291792
-0.4615384615384617,0.037492403620956266,1.3746586041028206,0.06829599513935936
-0.35897435897435903,0.03809895806215819,1.74083413292532,0.06823367022430038
-0.2564102564102564,0.027902070162859345,1.9225985747460212,0.04706347641463833
-0.15384615384615397,0.030924818528134255,1.8832614405150576,0.07022105487591634
-0.05128205128205132,0.05483402516940754,2.052460351312765,0.04594452319941865
0.0512820512820511,0.07273274789902016,1.939615336403063,0.052428192072645305
0.15384615384615374,0.07462825669162265,1.9386273858733811,0.039153324611196805
0.2564102564102564,0.044993932153377623,1.7312611966225298,0.057326208006522834
0.35897435897435903,0.048163715907284035,1.4627221551052603,0.07398799861608454
0.4615384615384617,0.05179642785295917,1.3446637917898356,0.0733589642871057
0.5641025641025639,0.06139716236943672,1.006112554236284,0.032335183951055675
0.6666666666666665,0.061051341278022586,0.7880165761496687,0.02646434549662583
0.7692307692307692,0.06372343605636319,0.45534789297344563,0.028773302331131026
0.8717948717948718,0.05896219402743698,0.2084553872469954,0.05215788682422989
0.9743589743589745,0.04885203726164339,0.17119048695585085,0.0336511273977369
1.0769230769230766,0.04465211439116481,-0.03972357339131334,0.05522580782600185
1.1794871794871793,0.07449434933128318,-0.08677966210798496,0.03549161201905531
1.282051282051282,0.05984246713173737,0.06942340460726182,0.05475380891794142
1.3846153846153846,0.039973054407221875,0.31722773816708727,0.06078810673564258
1.4871794871794872,0.03511901032507573,0.9836875543869895,0.044623004514257214
1.5897435897435894,0.03330316856300443,1.646087804015697,0.03846383559864468
1.692307692307692,0.031794401351383866,2.6249050499248794,0.054304248864384876
1.7948717948717947,0.040629090460239936,3.852718531283893,0.06213442336567582
1.8974358974358974,0.06204412692686645,5.5681176440829745,0.06292465714112255
2.0,0.053824952125298316,7.577487175371815,0.037874104706666044
