$t (s)$	u$t (s)$	$V (V)$	u$V (V)$
0.0	0.025482443744804007	155.1196868684945	4.425198365858968
0.2617993877991494	0.05535919592979506	206.40803256712675	1.7310329356000609
0.5235987755982988	0.02522128400978997	210.53606608922763	3.7362485901262925
0.7853981633974483	0.04132126513780501	155.3305724094011	3.7838069549992004
1.0471975511965976	0.034669155999851924	53.177858199306364	4.160981177509423
1.308996938995747	0.052481962643654054	-56.80209460711851	3.3118277955405273
1.5707963267948966	0.06199905553525949	-149.78356058110722	2.578273756700676
1.832595714594046	0.030704222803468705	-208.4610238095932	2.6083744820082098
2.0943951023931953	0.043511434434745755	-208.15009198801073	3.439300039355125
2.356194490192345	0.06660062446966006	-158.97178539507794	4.205167506484173
2.617993877991494	0.05262879062982387	-56.88293046092694	1.8866732722852952
2.8797932657906435	0.04903752791106657	66.57224432659994	2.0343405963525596
3.141592653589793	0.05631588178261286	146.57901427158026	2.1875389648389496
3.4033920413889422	0.05480028572849174	212.9642546300508	2.556062799602127
3.665191429188092	0.0681480504269887	215.38561175477466	1.8786723725212835
3.926990816987241	0.048092616213590275	150.44998151134203	4.345239357847176
4.1887902047863905	0.06857243578149287	57.21635650895196	1.5240703647594014
4.45058959258554	0.0618898777405417	-61.13079152206469	1.9092710030743785
4.71238898038469	0.0461159512399767	-151.27538111194315	1.6756573049735461
4.974188368183839	0.04750187297072375	-215.99647464515147	3.579205372380471
5.235987755982988	0.03677497440793234	-207.87617224100148	4.038038653528557
5.497787143782138	0.04691562057841696	-148.37657796437034	3.4762796910017055
5.759586531581287	0.05920284380409101	-68.24650357824092	3.434737148204446
6.021385919380436	0.05275404804077709	60.531441432658276	2.3203246897452603
6.283185307179586	0.036416455633988036	151.89039451830573	1.9841069856478732
